cliente_id,nombre,email,region,comuna,segmento_rfm,fecha_registro,canal_adquisicion
1953,Amanda Pamela Olmedo Acuña,alvarezpedro@example.com,Biobío,Talcahuano,Champions,2025-06-18,Facebook/Instagram
1954,Máximo Francisco Moreno Cruz,icarrasco@example.net,Maule,Linares,New,2023-03-03,Referido
1955,Anahí Patricia López Arcos,fabian29@example.net,O'Higgins,San Fernando,At Risk,2023-06-30,Email Marketing
1956,Diego Herrera,daniel71@example.net,Biobío,Talcahuano,Champions,2024-03-22,Email Marketing
1957,Armando Muñoz,vvenegas@example.net,Valparaíso,Quilpué,Champions,2023-07-16,TikTok
1958,Leonor Gutiérrez Aracena,mirandapaulina@example.org,Valparaíso,Valparaíso,New,2024-11-07,Facebook/Instagram
1959,Iván Juan Venegas Pérez,monserrat13@example.net,Metropolitana,Vitacura,Champions,2025-05-12,Google Ads
1960,María Ana Rodríguez Galaz,riverapedro@example.com,Valparaíso,Quilpué,Champions,2023-08-25,Google Ads
1961,Omar Hernández,valeriavillanueva@example.org,Los Lagos,Osorno,Champions,2025-05-20,Orgánico
1962,Mary Lidia Pacheco Burgos,filomenacorrea@example.net,Biobío,Concepción,New,2025-01-14,Google Ads
1963,Georgina Krishna Castro García,veranelson@example.com,O'Higgins,Santa Cruz,Champions,2023-10-22,Email Marketing
1964,Constanza María Núñez Yáñez,silvafelipe@example.org,Valparaíso,Villa Alemana,Loyal,2023-10-19,Email Marketing
1965,Cecilia María Sánchez Quiroga,kbarrera@example.org,Biobío,Chiguayante,New,2023-12-01,Referido
1966,Carmen Javiera Valdés Miranda,gguerra@example.com,Biobío,Los Ángeles,At Risk,2023-08-14,Facebook/Instagram
1967,Magdalena Reyes,pizarroaida@example.com,Biobío,Talcahuano,Lost,2024-01-03,Orgánico
1968,Claudia Bascuñán,pedrobobadilla@example.com,La Araucanía,Victoria,New,2024-06-29,TikTok
1969,Pedro Matías García Salinas,vasquezluzmira@example.net,Metropolitana,Ñuñoa,At Risk,2025-06-16,TikTok
1970,Daniela Elena Villar Vergara,margarita41@example.org,Valparaíso,Villa Alemana,Champions,2025-05-22,TikTok
1971,Luciano Mario Vicencio Gallardo,reinaldo63@example.org,Metropolitana,Providencia,Lost,2023-01-02,Orgánico
1972,Fernanda Páez Paredes,benjamin28@example.org,Metropolitana,Las Condes,New,2023-09-17,TikTok
1973,Matías Contreras Vergara,usepulveda@example.org,Valparaíso,Valparaíso,At Risk,2023-01-14,Facebook/Instagram
1974,Pablo Muñoz,valvarez@example.com,Biobío,Concepción,Champions,2023-09-26,Orgánico
1975,Hernán Contreras,castrojenifer@example.net,Coquimbo,Ovalle,Champions,2023-07-01,Orgánico
1976,Joel Eduardo Benítez Cofré,pmontero@example.com,Biobío,Chiguayante,At Risk,2025-04-08,TikTok
1977,Ignacio José Pino Núñez,castrobenjamin@example.com,Los Lagos,Castro,At Risk,2024-07-15,Google Ads
1978,Rocio Martínez Gallardo,castillopia@example.org,Valparaíso,Quilpué,At Risk,2023-06-08,Email Marketing
1979,Marjorie Paola Urra Espinoza,fgutierrez@example.com,Biobío,Hualpén,Hibernating,2024-05-20,TikTok
1980,Mónica María Toledo Beltrán,igomez@example.com,Metropolitana,Santiago,At Risk,2025-06-24,Google Ads
1981,Ema Paula Serrano Arancibia,chavezmaximiliano@example.net,Metropolitana,Las Condes,Potential,2024-07-26,Email Marketing
1982,Roxana Amy Pacheco Muñoz,claudia81@example.com,Metropolitana,Providencia,Champions,2023-11-20,Google Ads
1983,Laura Susana González Araya,ediaz@example.org,Valparaíso,San Antonio,Lost,2023-08-28,Facebook/Instagram
1984,Matías Roberto Soto Garrido,verdugopablo@example.org,Metropolitana,Macul,At Risk,2025-06-16,Facebook/Instagram
1985,Norma González Vera,rgonzalez@example.net,Metropolitana,Santiago,New,2025-05-13,Orgánico
1986,Ana Mónica Toledo Méndez,jmaldonado@example.com,Metropolitana,Quilicura,Champions,2025-03-23,Facebook/Instagram
1987,Paula Rosa Díaz Vera,natalia90@example.net,Coquimbo,La Serena,Potential,2023-07-15,Google Ads
1988,Emilia Eva Rodríguez Baeza,irenearaya@example.org,Metropolitana,Quilicura,Champions,2024-02-14,TikTok
1989,Carla Morales Ulloa,asoto@example.com,Valparaíso,Villa Alemana,Loyal,2023-12-26,Orgánico
1990,Emilia Molina Naranjo,mariachavez@example.net,Metropolitana,Puente Alto,At Risk,2024-09-11,Google Ads
1991,Eduardo Hernández Hidalgo,riverajuan@example.org,Biobío,Los Ángeles,Champions,2023-07-28,TikTok
1992,Paulina Julieta Zamorano González,isidora69@example.com,Metropolitana,Macul,New,2024-06-16,Referido
1993,Freddy Víctor Molina Guerrero,rivasalessandro@example.com,Metropolitana,La Florida,Lost,2024-09-13,Facebook/Instagram
1994,Mirtha María Medel Sánchez,constanza61@example.org,Valparaíso,San Antonio,At Risk,2024-02-18,Orgánico
1995,Cynthia Ramírez Aguirre,evejar@example.org,Metropolitana,Lo Barnechea,Champions,2024-09-11,Referido
1996,Agustina Sanhueza Flores,avilamaikol@example.org,Metropolitana,Providencia,Potential,2024-01-04,TikTok
1997,Benjamín Matías Rubio Guajardo,jose38@example.org,Metropolitana,Vitacura,Potential,2024-05-15,Facebook/Instagram
1998,Héctor Díaz Sandoval,maria52@example.org,Metropolitana,Macul,Loyal,2023-08-25,Referido
1999,Camila Emma Cid Becerra,juanarriagada@example.net,Metropolitana,Ñuñoa,Potential,2024-01-15,Google Ads
2000,Sergio Gary Vidal Mansilla,cisternasmireya@example.org,Metropolitana,Peñalolén,Hibernating,2023-11-22,Facebook/Instagram
2001,Nicolás López Cisternas,xcontreras@example.com,Maule,Cauquenes,Champions,2023-03-29,Google Ads
2002,Cecilia Claudia Pérez Díaz,dvillegas@example.net,Biobío,Chiguayante,Loyal,2024-11-26,Facebook/Instagram
2003,Carolina Daniela Yáñez Espinosa,constanzaherrera@example.org,Valparaíso,Valparaíso,Potential,2024-08-08,Orgánico
2004,Marisa Ortega,alvaradobenedicto@example.com,Metropolitana,Maipú,Lost,2024-09-14,Referido
2005,Martín Alain Araya Fuentealba,josesalgado@example.com,Antofagasta,Calama,Hibernating,2025-02-08,Facebook/Instagram
2006,Pamela Torres,isabel59@example.net,Metropolitana,Peñalolén,New,2024-12-20,Email Marketing
2007,Raúl Arce,valdesjaime@example.com,Metropolitana,Providencia,At Risk,2024-10-17,Referido
2008,Natalia Bustamante Delgado,aliciamiranda@example.com,Biobío,Concepción,Loyal,2023-04-28,Facebook/Instagram
2009,Fernando Sebastián Albornoz Benavides,matiasberrios@example.com,Metropolitana,Providencia,At Risk,2023-01-04,Facebook/Instagram
2010,Rodrigo Gerardo Bustamante Molina,lucia46@example.com,Metropolitana,Puente Alto,Loyal,2025-04-07,Email Marketing
2011,Vicente Cristian Lara Pérez,manuel58@example.com,Valparaíso,San Antonio,New,2025-01-25,Google Ads
2012,Yessica Laura Escobar Suárez,zapatayenny@example.com,O'Higgins,Santa Cruz,Champions,2024-12-05,Referido
2013,Joaquín Marcelo Soto Salas,carlosdiaz@example.net,Valparaíso,Viña del Mar,Potential,2023-02-10,TikTok
2014,Anderson Maximiliano González Bravo,xmillan@example.com,La Araucanía,Angol,Loyal,2024-10-01,Email Marketing
2015,Cristina Nicole Ríos Valenzuela,arielloyola@example.org,Los Ríos,Corral,Loyal,2023-07-15,TikTok
2016,Sabrina Fierro Aguirre,agomez@example.net,Metropolitana,San Miguel,At Risk,2023-08-26,TikTok
2017,Tamara Juana García Silva,dmunoz@example.com,Metropolitana,Quilicura,At Risk,2024-03-07,TikTok
2018,Alejandra Javiera Villalobos Briceño,angela39@example.org,Metropolitana,Vitacura,At Risk,2024-08-26,Orgánico
2019,Paula Antonia Rojas Fuentealba,oarancibia@example.org,Valparaíso,Villa Alemana,Lost,2024-04-16,Facebook/Instagram
2020,Sandro Flores Rubio,marcelabravo@example.com,Valparaíso,Villa Alemana,Loyal,2024-02-20,Google Ads
2021,Martín Simón Gutiérrez Pérez,arenasvictoria@example.org,O'Higgins,Santa Cruz,Loyal,2023-02-24,Orgánico
2022,Rodrigo Javier Valenzuela Gómez,martinezfrancisca@example.net,La Araucanía,Victoria,Champions,2024-05-01,Referido
2023,Gloria Sofía López Medina,segundo99@example.org,Biobío,Concepción,Lost,2023-04-12,Orgánico
2024,Patricia Henríquez Muñoz,gvarela@example.com,Metropolitana,Santiago,At Risk,2024-04-23,Email Marketing
2025,María Molina Sánchez,mia68@example.net,Maule,Talca,Champions,2024-04-19,Google Ads
2026,Williams Francisco Arroyo Mondaca,camila56@example.net,Coquimbo,Illapel,Loyal,2025-03-24,Email Marketing
2027,Felipe Donoso Jiménez,valentinavidal@example.org,Maule,Constitución,Champions,2023-07-04,Email Marketing
2028,Alejandra Karla Álvarez González,dcortes@example.com,Metropolitana,Ñuñoa,New,2025-01-11,TikTok
2029,Judith Alejandra Rodríguez-Escobar Romero,castrogenesis@example.net,Biobío,Chiguayante,Loyal,2024-02-22,Email Marketing
2030,Ricardo Pedro Moreno Soto,sepulvedaclaudia@example.com,Metropolitana,San Miguel,At Risk,2025-03-21,Facebook/Instagram
2031,Florinda Denise López Plaza,munozcarlos@example.org,Metropolitana,Quilicura,Champions,2025-04-27,Referido
2032,Carolina Cortés Araya,nancy99@example.org,Metropolitana,Quilicura,Champions,2023-06-11,Facebook/Instagram
2033,Raúl Patricio Vivanco Alvarado,maria36@example.org,Biobío,Los Ángeles,Champions,2025-03-24,Orgánico
2034,Carmela Neira,cdominguez@example.net,La Araucanía,Victoria,Lost,2025-01-06,Referido
2035,Alex Claudio Reyes Serrano,eloisalopez@example.com,Metropolitana,Estación Central,At Risk,2023-10-15,Facebook/Instagram
2036,Patricio Aguilera,carlos73@example.net,Metropolitana,Quilicura,At Risk,2024-07-20,Email Marketing
2037,Trinidad Margarita Altamirano Tapia,kgonzalez@example.org,Valparaíso,Valparaíso,At Risk,2023-05-25,TikTok
2038,Valentina María Marín Carvajal,fernando65@example.net,Metropolitana,Maipú,Champions,2023-07-30,Orgánico
2039,Caroline Tatiana Guzmán López,amaru26@example.com,Metropolitana,Estación Central,New,2024-09-19,Orgánico
2040,Leandro Pérez Villalobos,luis18@example.net,Valparaíso,San Antonio,Champions,2024-11-18,Referido
2041,Marcela Salazar Herrera,qmejias@example.net,Los Lagos,Puerto Varas,Lost,2023-09-11,Referido
2042,Úrsula Paola Gatica Quintanilla,hperez@example.com,Metropolitana,La Reina,New,2024-07-12,Google Ads
2043,Maite Suazo Espinosa,chavezcristobal@example.net,Metropolitana,Vitacura,Hibernating,2025-06-27,Google Ads
2044,Marisol Aguilar Ibarra,jamesrozas@example.com,Metropolitana,Puente Alto,New,2023-10-01,Facebook/Instagram
2045,Magaly Julia Carrasco Gómez,josemorales@example.org,Antofagasta,Calama,New,2023-06-08,Facebook/Instagram
2046,Tania Macarena Delgado Orellana,rolando26@example.net,Biobío,Talcahuano,Lost,2023-11-17,Google Ads
2047,Amada Alvarado Mercado,herrerayamilet@example.com,La Araucanía,Temuco,Lost,2025-02-14,Google Ads
2048,Pedro Jaramillo Cisterna,anafernandez@example.org,Metropolitana,Vitacura,Loyal,2025-04-18,TikTok
2049,Constanza García,uretamales@example.com,Biobío,Talcahuano,Lost,2023-04-21,Orgánico
2050,Guillermo Matheo Peña Soto,jeanrodriguez@example.net,Metropolitana,Lo Barnechea,Loyal,2023-01-16,Referido
2051,Katherine Lagos-Silva Álvarez,fmora@example.org,Biobío,Los Ángeles,Loyal,2023-02-18,Referido
2052,Macarena Margarita Díaz Poblete,romerorosalia@example.com,Antofagasta,Mejillones,Champions,2024-01-04,Email Marketing
2053,Katherine Arcos-Salinas Martínez,fresiazarate@example.org,Biobío,Hualpén,Potential,2023-12-28,Referido
2054,Cristian González Torres,emiliaponce@example.net,O'Higgins,San Fernando,Potential,2024-03-30,Referido
2055,Josefina Toro,exequiel35@example.org,La Araucanía,Victoria,Loyal,2023-08-31,Referido
2056,Anselmo Juan Bravo Cárdenas,castrojuan@example.com,Metropolitana,Ñuñoa,Lost,2023-05-08,TikTok
2057,Isabel Catalina Veloso Sánchez,ucarvajal@example.net,O'Higgins,Santa Cruz,Loyal,2025-06-16,Email Marketing
2058,Albertina Villegas Castro,rodrigo48@example.org,Metropolitana,Las Condes,At Risk,2023-11-02,Orgánico
2059,Patricio Campos,sabina44@example.com,Valparaíso,Quilpué,Champions,2025-05-18,Orgánico
2060,Juan Arcos,joaquingalvez@example.net,Metropolitana,Macul,Champions,2023-04-06,Orgánico
2061,Andrés Juan Núñez Tapia,patriciamolina@example.org,Metropolitana,Macul,Hibernating,2023-12-11,Email Marketing
2062,Brenda Garrido Marín,tortega@example.net,Valparaíso,Quilpué,Lost,2024-07-28,Referido
2063,Jazmín Teresa Barraza Aguirre,agustinafigueroa@example.net,Metropolitana,La Reina,Hibernating,2023-11-19,Email Marketing
2064,María Genoveva Villegas Retamal,camilapoblete@example.com,Valparaíso,Villa Alemana,Loyal,2023-02-18,TikTok
2065,María Juanita Acevedo López,ibobadilla@example.org,Biobío,Concepción,Lost,2024-01-28,TikTok
2066,Olivia Belén Castro Quintana,sara06@example.net,Metropolitana,Lo Barnechea,Loyal,2025-01-20,Email Marketing
2067,Claudia Núñez Bustos,solisroberto@example.net,Metropolitana,Las Condes,Champions,2024-02-07,Facebook/Instagram
2068,Juan Raúl Hermosilla Solís,carlos07@example.com,Biobío,Concepción,Champions,2023-11-19,Referido
2069,Miriam Pamela Guerrero Díaz,benjaminhenriquez@example.org,Metropolitana,Quilicura,Champions,2024-05-17,Referido
2070,Maximiliano Duarte,juliavasquez@example.net,La Araucanía,Villarrica,Loyal,2024-10-29,Referido
2071,Sandra Mónica Mansilla Valencia,angelaruz@example.org,Biobío,Chiguayante,Loyal,2023-02-22,Facebook/Instagram
2072,María Tatiana Rivera Rojas,aguirremargarita@example.net,Maule,Constitución,Hibernating,2025-06-08,TikTok
2073,Noelia Gloria Ojeda Ortega,christianlopez@example.com,La Araucanía,Victoria,Lost,2023-06-12,Facebook/Instagram
2074,María Emily Díaz León,linaayala@example.net,Valparaíso,Villa Alemana,Champions,2024-03-27,Email Marketing
2075,Rocío Sandra Estay Ávila,lucianacontreras@example.com,La Araucanía,Temuco,Loyal,2023-10-07,TikTok
2076,Jaime Hugo Durán Pastén,mgatica@example.org,Metropolitana,Lo Barnechea,Hibernating,2023-05-13,TikTok
2077,Tania Olga Ortega Yáñez,dante77@example.net,Metropolitana,La Florida,Loyal,2023-01-05,Referido
2078,Javier Luis Díaz Canales,patriciablanco@example.net,Los Lagos,Ancud,Hibernating,2023-01-05,Orgánico
2079,Ana Daniela Farías Miranda,saeznilda@example.org,Valparaíso,Quilpué,At Risk,2024-06-30,Facebook/Instagram
2080,Edwin Johan Pardo Videla,katherine79@example.com,Los Lagos,Castro,New,2025-02-22,Facebook/Instagram
2081,Carmen Rivas,godoypablo@example.com,Maule,Talca,New,2023-04-09,TikTok
2082,Domingo Rolando Velásquez Moraga,vicentegallardo@example.net,Maule,Curicó,Champions,2023-09-19,Email Marketing
2083,Pilar Fernanda Salas Muñoz,benjamin12@example.com,Antofagasta,Mejillones,Lost,2025-06-22,Facebook/Instagram
2084,Teresa Ramos,gabrielacorrea@example.org,Valparaíso,Quilpué,Lost,2023-07-20,TikTok
2085,María Sofía Montecinos Álvarez,vargasulises@example.net,Metropolitana,Santiago,Loyal,2024-01-21,Email Marketing
2086,Antonia Constanza Orellana Osses,mansillaalvaro@example.net,Biobío,Chiguayante,Champions,2025-05-09,Orgánico
2087,Jordán Morales,josebravo@example.net,Metropolitana,Peñalolén,New,2025-06-09,Google Ads
2088,Luis Ríos Rosas,giovanni90@example.org,Biobío,Hualpén,Champions,2023-02-07,Referido
2089,Luis Juan Bustos Morales,fsoto@example.org,La Araucanía,Angol,At Risk,2023-08-18,TikTok
2090,Jaime Leonel Villarroel Sepúlveda,irojas@example.net,La Araucanía,Padre Las Casas,Champions,2023-01-19,Email Marketing
2091,Facundo Silva Rubilar,catalinagonzalez@example.net,Metropolitana,Maipú,Champions,2023-08-09,Orgánico
2092,Valentina Laura Salamanca Alarcón,copazo@example.com,Metropolitana,Lo Barnechea,Hibernating,2024-11-26,Orgánico
2093,Juan Ian Delgado Pérez,eperez@example.com,Valparaíso,Villa Alemana,New,2024-12-06,Referido
2094,Matías Juan Mancilla González,felipe73@example.net,Metropolitana,Vitacura,Champions,2023-04-10,TikTok
2095,Cristóbal Calderón Figueroa,ema82@example.com,O'Higgins,Rengo,Champions,2024-03-07,Google Ads
2096,María Graciela Albornoz Aranda,lorenasilva@example.org,Metropolitana,Macul,Champions,2024-01-04,Referido
2097,Jean Daniel Ramírez Muñoz,valentinaperez@example.com,Metropolitana,Santiago,Lost,2023-04-15,Email Marketing
2098,Alejandro Vicente Robles Morales,diegotoledo@example.com,Metropolitana,Las Condes,New,2025-01-07,Facebook/Instagram
2099,Jovita María González Bustamante,yolandacruces@example.net,Biobío,Hualpén,Champions,2024-01-04,Referido
2100,Richard Pedro Andrade Vera,hugo59@example.org,Biobío,Los Ángeles,Hibernating,2023-04-18,TikTok
2101,Priscila Correa González,cornejonelson@example.org,Metropolitana,Providencia,Loyal,2023-06-09,Email Marketing
2102,Herminia Nancy Sandoval Pizarro,catalinasanchez@example.org,Metropolitana,Estación Central,Champions,2024-07-18,Referido
2103,Mercedes Nicol Maldonado Cárdenas,manuel85@example.com,Valparaíso,Quilpué,New,2023-06-23,Facebook/Instagram
2104,Maximiliano Vicente Gómez Soto,ksilva@example.org,Metropolitana,Lo Barnechea,Champions,2023-09-17,Orgánico
2105,Juan Oyarzún Allende,paloma67@example.org,La Araucanía,Victoria,Champions,2024-03-25,Referido
2106,Ana Romina Allendes Martinez,josegonzalez@example.com,Biobío,Talcahuano,New,2025-02-09,TikTok
2107,Juan Ignacio Santander Durán,urrutiapatricia@example.org,Metropolitana,Lo Barnechea,Champions,2024-12-31,Google Ads
2108,Eduardo Christian Cárdenas Poblete,vasquezsusan@example.net,Metropolitana,San Miguel,Loyal,2025-03-19,TikTok
2109,Joaquín Arancibia,gmunoz@example.com,Los Ríos,Panguipulli,Potential,2024-04-14,Email Marketing
2110,Víctor Mauricio Ulloa González,evillagran@example.org,Valparaíso,Valparaíso,Lost,2023-12-31,Orgánico
2111,José Jimmy Martínez Contreras,diego19@example.net,La Araucanía,Temuco,Lost,2024-09-23,Email Marketing
2112,Luis José Ahumada Araya,fuenteskaren@example.net,Metropolitana,Vitacura,Lost,2023-06-14,Facebook/Instagram
2113,Nelson Luis Roa Becerra,kurrutia@example.org,Valparaíso,Quilpué,At Risk,2023-03-21,Facebook/Instagram
2114,Leonor Molina Ojeda,silvaantonella@example.net,Metropolitana,Las Condes,Hibernating,2025-05-30,Email Marketing
2115,Cristóbal Roberto González Araya,manriqueztrinidad@example.org,Valparaíso,San Antonio,Loyal,2025-01-30,TikTok
2116,Perla Carolina Pérez-Sepúlveda Vásquez,brodriguez@example.com,Coquimbo,Coquimbo,Potential,2025-01-25,Email Marketing
2117,León Gómez Tapia,bbahamondes@example.org,Metropolitana,Macul,Loyal,2024-01-19,Orgánico
2118,Esther Miriam Cares Pardo,mariana88@example.org,Metropolitana,Peñalolén,New,2024-10-25,Google Ads
2119,Sandra Claudia Neira Toloza,acevedopaola@example.com,Metropolitana,Lo Barnechea,Champions,2024-11-03,TikTok
2120,Nelson Carlos Araneda Valenzuela,pablayanez@example.com,Metropolitana,Santiago,Loyal,2024-01-04,Orgánico
2121,Juan Rigoberto Muñoz Ortega,guillermosan-martin@example.com,Metropolitana,La Florida,Potential,2024-08-11,Facebook/Instagram
2122,Aylin Soto García,nsaez@example.org,Metropolitana,Quilicura,Champions,2025-02-01,Orgánico
2123,Ángel Norambuena Astudillo,hvalenzuela@example.net,Los Lagos,Castro,Loyal,2023-03-28,Referido
2124,Camila Sandra Salamanca Oyarzún,vcortes@example.com,Valparaíso,Quilpué,At Risk,2023-03-17,Facebook/Instagram
2125,Sebastián Zepeda Cares,kimberlybecerra@example.org,Metropolitana,Providencia,Loyal,2025-06-27,Facebook/Instagram
2126,Anahí Vega Pacheco,gaspardiaz@example.com,O'Higgins,Santa Cruz,Champions,2023-06-14,Referido
2127,Paulina Valentina Herrera Ayala,sergiogonzalez@example.com,Metropolitana,Las Condes,At Risk,2023-12-08,Facebook/Instagram
2128,Adela Rossana Cabello Zamora,sanchezdomingo@example.org,Coquimbo,Ovalle,Champions,2024-02-27,Google Ads
2129,Sara Araya López,freddyponce@example.net,Metropolitana,Vitacura,Potential,2023-05-10,Google Ads
2130,Francisca Vera Martínez,cristiantorres@example.net,O'Higgins,San Fernando,New,2023-06-09,TikTok
2131,Antonia Soto,jeannette67@example.net,Biobío,Talcahuano,Champions,2024-12-06,Email Marketing
2132,Eugenia Paola Almonacid Ortiz,bravomatias@example.com,Maule,Curicó,Loyal,2024-10-04,Email Marketing
2133,Héctor Eusebio Salamanca Riquelme,sofia96@example.org,Los Ríos,Río Bueno,Champions,2023-09-19,TikTok
2134,Elizabeth Sánchez,leslysaldias@example.net,Metropolitana,Las Condes,Loyal,2024-11-08,Orgánico
2135,Lucía Silvana Martínez Rebolledo,veronicaquispe@example.net,Coquimbo,Ovalle,Loyal,2024-12-02,Referido
2136,Vicente Marchant Rodríguez,apablazapaola@example.com,Metropolitana,Vitacura,Loyal,2023-11-29,Google Ads
2137,Constanza Suárez-Monsalve,luis07@example.net,Metropolitana,Las Condes,At Risk,2025-06-25,Orgánico
2138,Raúl Jaime Lara Fernández,uguajardo@example.net,Metropolitana,La Florida,Hibernating,2024-05-02,Google Ads
2139,Tabita Lorena San Martín Calderón,cristopher18@example.org,Valparaíso,Villa Alemana,Loyal,2024-11-30,Email Marketing
2140,Susana Fabiola Sepúlveda Muñoz,cmadariaga@example.org,Metropolitana,Macul,New,2024-08-27,Referido
2141,Francisco Fabián Aguirre Arriagada,josesolis@example.org,Biobío,Hualpén,Champions,2025-02-09,TikTok
2142,Omar Eduardo Ulloa Mora,fernandezmauricio@example.org,Valparaíso,Valparaíso,New,2023-09-18,Email Marketing
2143,Abner Luis Bahamondes Sepúlveda,floresadela@example.net,Los Lagos,Puerto Varas,Champions,2024-09-22,TikTok
2144,Facundo Matteo Morales Navarrete,gomezbastian@example.net,Maule,Cauquenes,Lost,2024-01-09,Orgánico
2145,Manuel Heraldo Sandoval Gallegos,emartinez@example.org,Valparaíso,Quilpué,Hibernating,2024-04-27,Facebook/Instagram
2146,Magdalena Mariana López Prado,macarenacaceres@example.net,Metropolitana,Puente Alto,Lost,2025-06-16,Orgánico
2147,Francisco Astudillo Ojeda,angelica05@example.org,Metropolitana,San Miguel,At Risk,2023-01-05,Orgánico
2148,Cecilia Fresia Fuentes Castillo,robertoruz@example.net,Metropolitana,Estación Central,Loyal,2024-01-11,Facebook/Instagram
2149,José Gonzalo Hernández Farías,ggarcia@example.com,Metropolitana,Vitacura,Champions,2024-05-16,Facebook/Instagram
2150,Fresia Miranda Rivera,rsanhueza@example.org,Metropolitana,Santiago,Potential,2025-01-11,Email Marketing
2151,Tamara Araya Díaz,fdiaz@example.net,Metropolitana,Puente Alto,At Risk,2023-07-01,TikTok
2152,Christopher José Palma Astudillo,gonzalezjuan@example.org,Coquimbo,Illapel,Champions,2023-10-26,Orgánico
2153,Elena Mirna Rubilar Torres,ignacio19@example.com,Biobío,Chiguayante,New,2023-06-23,Referido
2154,Sebastián Barría,alexandra03@example.com,Metropolitana,San Miguel,New,2023-04-17,Referido
2155,Rosa Hilda Vargas González,oalvarado@example.net,Biobío,Talcahuano,At Risk,2024-08-26,Orgánico
2156,María Bárbara Ramos Espinoza,pgonzalez@example.com,Metropolitana,Macul,Hibernating,2023-01-06,Email Marketing
2157,Ángel Cortés Toledo,fagurto@example.com,Valparaíso,Villa Alemana,Lost,2023-07-26,Orgánico
2158,David Alberto Olguín Zamorano,ksoto@example.net,Biobío,Chiguayante,Lost,2024-02-27,Referido
2159,David Mario Medina Vega,castroemilia@example.net,Valparaíso,Villa Alemana,Champions,2025-01-04,Orgánico
2160,Ana Ximena Soto Riquelme,sergio70@example.org,Valparaíso,Valparaíso,At Risk,2025-04-12,Facebook/Instagram
2161,Francisca Ingrid Muñoz Álvarez,gloria79@example.com,Los Ríos,Valdivia,Loyal,2023-11-30,Referido
2162,Bastián Roberto Jara-Chacón Sandoval,camila39@example.org,O'Higgins,Rengo,New,2023-03-28,Referido
2163,Nancy Vidal Órdenes,mariacontreras@example.net,Biobío,Los Ángeles,Champions,2023-03-08,Google Ads
2164,Amanda Catalina Donoso Alarcón,joaquinvalenzuela@example.net,Biobío,Talcahuano,Lost,2024-11-19,Orgánico
2165,Solange Patricia López Castillo,sofiapizarro@example.com,Biobío,Talcahuano,Hibernating,2025-04-27,Referido
2166,Manuel Rivera Contreras,marianela03@example.net,Metropolitana,Vitacura,At Risk,2024-06-05,Email Marketing
2167,Verónica Núñez Cabrera,silvayesenia@example.org,Metropolitana,Macul,At Risk,2025-05-05,TikTok
2168,Gabriel Thomas Ramos Vásquez,victor28@example.org,Metropolitana,Santiago,Hibernating,2024-11-08,TikTok
2169,Gonzalo González Fuentes,juanparedes@example.net,Valparaíso,Quilpué,Potential,2025-06-29,Orgánico
2170,Ana Francisca Herrera Moyano,pmunoz@example.org,Valparaíso,Viña del Mar,New,2024-05-02,Email Marketing
2171,Alonso Pérez,jonathanvasquez@example.org,Metropolitana,Estación Central,Hibernating,2024-11-08,Orgánico
2172,Mauricio Saldaña Pérez,ocastro@example.com,Coquimbo,Vicuña,Loyal,2024-04-27,Email Marketing
2173,Andrés Soto Ramírez,pabloguerrero@example.net,O'Higgins,San Fernando,Lost,2024-12-24,Referido
2174,Zacarías Carlos Sanhueza Cid,mariaarteaga@example.net,La Araucanía,Angol,At Risk,2024-03-12,Facebook/Instagram
2175,Pilar Fuentes Opazo,barrazacecilia@example.com,Valparaíso,San Antonio,Lost,2025-04-30,Email Marketing
2176,Alejandro Mauricio León Espinoza,gquintana@example.com,O'Higgins,San Fernando,Hibernating,2023-04-23,Orgánico
2177,Sandra Salgado Torres,samuelhernandez@example.net,Metropolitana,Maipú,Lost,2024-05-26,Orgánico
2178,Tatiana Salinas Escobar,galdamesjuan@example.net,Los Lagos,Osorno,Lost,2024-12-15,Referido
2179,Gina Sánchez,miguel31@example.net,Metropolitana,Maipú,Loyal,2025-04-07,Email Marketing
2180,Bruno Araya,jtoledo@example.net,Los Lagos,Osorno,Loyal,2024-02-20,Email Marketing
2181,Carla Almonacid Jara,sotoguillermo@example.net,Metropolitana,Providencia,At Risk,2024-07-22,TikTok
2182,Jorge Belmar Barría,pquintanilla@example.net,O'Higgins,San Fernando,Lost,2023-07-03,Orgánico
2183,Juan Martínez Vera,patriciaaravena@example.com,Antofagasta,Antofagasta,Loyal,2023-09-06,Orgánico
2184,Margarita Miriam Varela Riquelme,makarenaalvarez@example.com,Metropolitana,Quilicura,Lost,2023-09-04,Orgánico
2185,Mario Bastián Cabrera Arcos,hugo67@example.net,Valparaíso,San Antonio,Hibernating,2024-05-24,Facebook/Instagram
2186,Helen Isidora Fuentes Varas,patriciayanez@example.com,Los Ríos,Río Bueno,At Risk,2023-03-30,TikTok
2187,Francisco Morales Ramírez,gamboapatrick@example.com,Valparaíso,Viña del Mar,Hibernating,2025-05-31,TikTok
2188,Constanza Torres,alarconoscar@example.org,O'Higgins,Santa Cruz,Loyal,2023-10-29,Referido
2189,Rosa González Torres,mramirez@example.net,Biobío,Talcahuano,At Risk,2024-11-27,Email Marketing
2190,Cecilia Álvarez,diazjuan@example.org,Metropolitana,Peñalolén,Champions,2023-08-06,Google Ads
